month,lineage,genome_number,lineage_full_name,merged_lineage
June,XBB.1.5.5,1,XBB.1.5.5,XBB.1.5*
June,XBB.2.3.19,1,XBB.2.3.7,Others
June,FL.20,1,XBB.1.9.1.20,XBB.1.9.1*
June,FL.10.1,1,XBB.1.9.1.10.1,XBB.1.9.1*
June,FL.22,1,XBB.1.9.1.22,XBB.1.9.1*
June,XBB.1.19.1,1,XBB.1.19.1,Others
June,XBB.1.16.3,1,XBB.1.16.3,XBB.1.16*
June,XBB.1.5.1,1,XBB.1.5.1,XBB.1.5*
June,FY.9,1,XBB.1.22.1.9,XBB.1.22.1*
June,GB.2,1,XBB.1.5.46.2,XBB.1.5*
June,FL.3,1,XBB.1.9.1.3,XBB.1.9.1*
June,XBB.1.5.20,1,XBB.1.5.20,XBB.1.5*
June,XBL,1,XBL,Others
June,EP.1.1.1,1,B.1.1.529.2.75.3.1.1.4.1.1.1,BA.2.75*
June,BN.1.1.1,1,B.1.1.529.2.75.5.1.1.1,BA.2.75*
June,XBB.1.16.5,1,XBB.1.16.5,XBB.1.16*
June,EN.1,1,B.1.1.529.5.3.1.1.1.1.1.1.46.1,Others
June,GV.1,1,XBB.1.5.48.1,XBB.1.5*
June,CH.1.1,1,B.1.1.529.2.75.3.4.1.1.1.1,BA.2.75*
June,FL.26,1,XBB.1.9.1.26,XBB.1.9.1*
June,EG.2.5,1,XBB.1.9.2.12.5,Others
June,FL.4.8,1,XBB.1.9.1.4.8,XBB.1.9.1*
June,XBB.1.5.96,1,XBB.1.5.96,XBB.1.5*
June,GB.1,1,XBB.1.5.46.1,XBB.1.5*
June,XBL.2,1,XBL.2,Others
June,EG.4,1,XBB.1.9.2.14,Others
June,BF.7.14.1,1,B.1.1.529.5.2.1.7.14.1,BF.7.14*
June,HK.11,1,XBB.1.9.2.5.1.1.11,EG.5.1*
June,XBB.1.43.1,1,XBB.1.43.1,Others
June,BF.7.14,1,B.1.1.529.5.2.1.7.14,BF.7.14*
June,DY.2,1,B.1.1.529.5.2.48.2,BA.5.2.48*
June,DY.4,1,B.1.1.529.5.2.48.4,BA.5.2.48*
June,GJ.1,1,XBB.2.3.3.1,Others
June,GY.7,1,XBB.1.16.2.7,XBB.1.16*
June,GE.1.1,1,XBB.2.3.10.1.1,Others
June,EG.5.1.15,1,XBB.1.9.2.5.1.15,EG.5.1*
June,XBB.2.3.20,1,XBB.2.3.7,Others
July,EG.5.1.1,787,XBB.1.9.2.5.1.1,EG.5.1*
July,FU.1,210,XBB.1.16.1.1,XBB.1.16*
July,FY.3.1,173,XBB.1.22.1.3,XBB.1.22.1*
July,XBB.1.16,71,XBB.1.16,XBB.1.16*
July,FY.3.2,65,XBB.1.22.1.3,XBB.1.22.1*
July,EG.5.1,53,XBB.1.9.2.5.1,EG.5.1*
July,XBB.1.16.1,51,XBB.1.16.1,XBB.1.16*
July,FL.4,50,XBB.1.9.1.4,XBB.1.9.1*
July,XBB.1.42.2,49,XBB.1.42.2,Others
July,HK.1,44,XBB.1.9.2.5.1.1.1,EG.5.1*
July,FY.3.3,43,XBB.1.22.1.3,XBB.1.22.1*
July,GF.1,39,XBB.1.5.24.1,XBB.1.5*
July,HK.3,32,XBB.1.9.2.5.1.1.3,EG.5.1*
July,FL.2.3,32,XBB.1.9.1.2.3,XBB.1.9.1*
July,GY.1,31,XBB.1.16.2.1,XBB.1.16*
July,FE.1.1,30,XBB.1.18.1.1.1,Others
July,FL.16,27,XBB.1.9.1.16,XBB.1.9.1*
July,FY.3,24,XBB.1.22.1.3,XBB.1.22.1*
July,HK.2,24,XBB.1.9.2.5.1.1.2,EG.5.1*
July,HK.14,24,XBB.1.9.2.5.1.1.14,EG.5.1*
July,FR.1.1,19,B.1.1.529.2.75.5.1.2.3.1.1,BA.2.75*
July,FL.2,18,XBB.1.9.1.2,XBB.1.9.1*
July,XBB.1.9.1,14,XBB.1.9.1,XBB.1.9.1*
July,FU.2.1,14,XBB.1.16.1.2.1,XBB.1.16*
July,XBB.1.5,13,XBB.1.5,XBB.1.5*
July,GJ.1.2,13,XBB.2.3.3.1.2,Others
July,HH.1,12,XBB.2.3.2.1,Others
July,FL.15,11,XBB.1.9.1.15,XBB.1.9.1*
July,HK.28,11,XBB.1.9.2.5.1.1.28,EG.5.1*
July,HK.30,11,XBB.1.9.2.5.1.1.30,EG.5.1*
July,HK.27,10,XBB.1.9.2.5.1.1.27,EG.5.1*
July,XBB.1.22.1,10,XBB.1.22.1,XBB.1.22.1*
July,EG.5,10,XBB.1.9.2.15,Others
July,HK.8.1,9,XBB.1.9.2.5.1.1.8.1,EG.5.1*
July,FL.24,9,XBB.1.9.1.24,XBB.1.9.1*
July,EG.1,9,XBB.1.9.2.11,Others
July,FL.2.4,9,XBB.1.9.1.2.4,XBB.1.9.1*
July,XBB.1.9.2,8,XBB.1.9.2,Others
July,GJ.3,8,XBB.2.3.3.3,Others
July,DV.6.2,8,B.1.1.529.2.75.3.4.1.1.1.1.1.6.2,BA.2.75*
July,XBB.1.16.18,8,XBB.1.16.18,XBB.1.16*
July,HK.32,7,XBB.1.9.2.5.1.1.32,EG.5.1*
July,XBB.2.3.8,7,XBB.2.3.8,Others
July,FE.1.1.3,7,XBB.1.18.1.1.1.3,Others
July,XBB.2.3,6,XBB.2.3,Others
July,HK.17,6,XBB.1.9.2.5.1.1.17,EG.5.1*
July,FL.13.2,6,XBB.1.9.1.13.2,XBB.1.9.1*
July,FL.15.2,6,XBB.1.9.1.15.2,XBB.1.9.1*
July,HK.19,6,XBB.1.9.2.5.1.1.19,EG.5.1*
July,FL.4.6,6,XBB.1.9.1.4.6,XBB.1.9.1*
July,XBB.1.16.22,6,XBB.1.16.22,XBB.1.16*
July,HK.4,5,XBB.1.9.2.5.1.1.4,EG.5.1*
July,FY.2,5,XBB.1.22.1.2,XBB.1.22.1*
July,FL.21.2,5,XBB.1.9.1.21.2,XBB.1.9.1*
July,HK.7,5,XBB.1.9.2.5.1.1.7,EG.5.1*
July,FR.1.4,5,B.1.1.529.2.75.5.1.2.3.1.4,BA.2.75*
July,FL.4.10,5,XBB.1.9.1.4.10,XBB.1.9.1*
July,FL.1.5.1,5,XBB.1.9.1.1.5.1,XBB.1.9.1*
July,XBB.1.16.11,5,XBB.1.16.11,XBB.1.16*
July,EG.5.1.4,5,XBB.1.9.2.5.1.4,EG.5.1*
July,GR.1,4,XBB.1.5.42.1,XBB.1.5*
July,HK.8,4,XBB.1.9.2.5.1.1.8,EG.5.1*
July,GY.5,4,XBB.1.16.2.5,XBB.1.16*
July,FR.1.3,4,B.1.1.529.2.75.5.1.2.3.1.3,BA.2.75*
July,EG.5.2.2,4,XBB.1.9.2.15.2.2,Others
July,XBB.1.16.7,4,XBB.1.16.7,XBB.1.16*
July,XBB.2.3.2,4,XBB.2.3.2,Others
July,FL.2.3.1,3,XBB.1.9.1.2.3.1,XBB.1.9.1*
July,FL.18,3,XBB.1.9.1.18,XBB.1.9.1*
July,EG.4.4,3,XBB.1.9.2.14.4,Others
July,HK.1.2,3,XBB.1.9.2.5.1.1.1.2,EG.5.1*
July,XBB.1.44.1,3,XBB.1.44.1,Others
July,FL.4.11,3,XBB.1.9.1.4.11,XBB.1.9.1*
July,GY.2.1,3,XBB.1.16.2.2.1,XBB.1.16*
July,HK.13.1,3,XBB.1.9.2.5.1.1.13.1,EG.5.1*
July,HK.5,3,XBB.1.9.2.5.1.1.5,EG.5.1*
July,XBB.1.5.23,3,XBB.1.5.23,XBB.1.5*
July,XBB.1.5.59,3,XBB.1.5.59,XBB.1.5*
July,XBB.1.5.10,3,XBB.1.5.10,XBB.1.5*
July,HF.1,3,XBB.1.16.13.1,XBB.1.16*
July,HK.23,2,XBB.1.9.2.5.1.1.23,EG.5.1*
July,GW.1,2,XBB.1.19.1.1,Others
July,EG.5.1.17,2,XBB.1.9.2.5.1.17,EG.5.1*
July,FP.4,2,XBB.1.11.1.4,Others
July,HK.13,2,XBB.1.9.2.5.1.1.13,EG.5.1*
July,FL.12,2,XBB.1.9.1.12,XBB.1.9.1*
July,GE.1.4,2,XBB.2.3.10.1.4,Others
July,FL.35,2,XBB.1.9.1.35,XBB.1.9.1*
July,FL.4.2,2,XBB.1.9.1.4.2,XBB.1.9.1*
July,EG.1.6,2,XBB.1.9.2.11.6,Others
July,EG.5.1.16,2,XBB.1.9.2.5.1.16,EG.5.1*
July,XBB.1.16.6,2,XBB.1.16.6,XBB.1.16*
July,FY.4.2,2,XBB.1.22.1.4.2,XBB.1.22.1*
July,FY.1.1,2,XBB.1.22.1.1.1,XBB.1.22.1*
July,EG.2,2,XBB.1.9.2.12,Others
July,FL.4.5,2,XBB.1.9.1.4.5,XBB.1.9.1*
July,EG.4,2,XBB.1.9.2.14,Others
July,EG.5.1.8,2,XBB.1.9.2.5.1.8,EG.5.1*
July,GJ.1.1,2,XBB.2.3.3.1.1,Others
July,EG.5.1.2,2,XBB.1.9.2.5.1.2,EG.5.1*
July,FL.10.1,2,XBB.1.9.1.10.1,XBB.1.9.1*
July,CM.8.1.2,2,B.1.1.529.2.3.20.8.1.2,Others
July,EG.5.1.18,2,XBB.1.9.2.5.1.18,EG.5.1*
July,DV.6.1,1,B.1.1.529.2.75.3.4.1.1.1.1.1.6.1,BA.2.75*
July,EG.5.1.3,1,XBB.1.9.2.5.1.3,EG.5.1*
July,XBB.2.3.19,1,XBB.2.3.7,Others
July,EG.5.1.15,1,XBB.1.9.2.5.1.15,EG.5.1*
July,XBB.1.24.3,1,XBB.1.24.3,Others
July,EG.14,1,XBB.1.9.2.114,Others
July,GE.1,1,XBB.2.3.10.1,Others
July,BA.5.2.50,1,B.1.1.529.5.2.50,Others
July,XBB.1.5.15,1,XBB.1.5.15,XBB.1.5*
July,HK.27.1,1,XBB.1.9.2.5.1.1.27.1,EG.5.1*
July,GE.1.1,1,XBB.2.3.10.1.1,Others
July,FD.2,1,XBB.1.5.15.2,XBB.1.5*
July,FL.13.1,1,XBB.1.9.1.13.1,XBB.1.9.1*
July,FL.5,1,XBB.1.9.1.5,XBB.1.9.1*
July,EU.1.1,1,XBB.1.5.26.1.1,XBB.1.5*
July,HK.3.1,1,XBB.1.9.2.5.1.1.3.1,EG.5.1*
July,XBB.1.42,1,XBB.1.42,Others
July,FL.37,1,XBB.1.9.1.37,XBB.1.9.1*
July,HK.24,1,XBB.1.9.2.5.1.1.24,EG.5.1*
July,HH.7,1,XBB.2.3.2.7,Others
July,EG.2.2,1,XBB.1.9.2.12.2,Others
July,FL.13.2.1,1,XBB.1.9.1.13.2.1,XBB.1.9.1*
July,HG.1.1,1,XBB.2.3.8.1.1,Others
July,XBB.1.5.4,1,XBB.1.5.4,XBB.1.5*
July,CH.1.1.1,1,B.1.1.529.2.75.3.4.1.1.1.1.1,BA.2.75*
July,FY.2.1,1,XBB.1.22.1.2.1,XBB.1.22.1*
July,XBB.1.16.3,1,XBB.1.16.3,XBB.1.16*
July,HH.2,1,XBB.2.3.2.2,Others
July,FU.2,1,XBB.1.16.1.2,XBB.1.16*
July,JA.1,1,XBB.2.3.13.1,Others
July,FL.34,1,XBB.1.9.1.34,XBB.1.9.1*
July,XBB.1.24,1,XBB.1.24,Others
July,XBB.1.16.20,1,XBB.1.16.20,XBB.1.16*
July,FL.13,1,XBB.1.9.1.13,XBB.1.9.1*
July,XBB.1.5.37,1,XBB.1.5.37,XBB.1.5*
July,EP.1.1.1,1,B.1.1.529.2.75.3.1.1.4.1.1.1,BA.2.75*
July,FB.1,1,B.1.1.529.5.3.1.1.1.1.1.2.1.1,Others
July,XBL.2,1,XBL.2,Others
July,XBB.2.3.20,1,XBB.2.3.7,Others
July,GY.6,1,XBB.1.16.2.6,XBB.1.16*
July,FY.5,1,XBB.1.22.1.5,XBB.1.22.1*
July,GJ.1.2.3,1,XBB.2.3.3.1.2.3,Others
July,XBB.1.5.100,1,XBB.1.5.100,XBB.1.5*
July,EG.4.2,1,XBB.1.9.2.14.2,Others
July,XBB.1.17.1,1,XBB.1.17.1,Others
July,XDB,1,XDB,Others
July,GA.1,1,XBB.1.17.1.1,Others
July,GW.1.1,1,XBB.1.19.1.1.1,Others
July,EG.5.1.12,1,XBB.1.9.2.5.1.12,EG.5.1*
July,GK.2.1,1,XBB.1.5.70.2.1,XBB.1.5*
July,EG.5.1.13,1,XBB.1.9.2.5.1.13,EG.5.1*
July,XBB.1.18.1,1,XBB.1.18.1,Others
July,EG.11,1,XBB.1.9.2.111,Others
July,XBB.1.5.72,1,XBB.1.5.72,XBB.1.5*
July,FR.1.5,1,B.1.1.529.2.75.5.1.2.3.1.5,BA.2.75*
July,FU.3,1,XBB.1.16.1.3,XBB.1.16*
July,XBB.1.5.88,1,XBB.1.5.88,XBB.1.5*
July,HG.1,1,XBB.2.3.8.1,Others
July,GK.1.1,1,XBB.1.5.70.1.1,XBB.1.5*
July,EG.5.2.3,1,XBB.1.9.2.15.2.3,Others
July,BN.1.2.7,1,B.1.1.529.2.75.5.1.2.7,BA.2.75*
July,XBB.1.16.15,1,XBB.1.16.15,XBB.1.16*
July,XBB.1.16.10,1,XBB.1.16.10,XBB.1.16*
July,XCE,1,XCE,Others
July,XBB.1.16.9,1,XBB.1.16.9,XBB.1.16*
July,FL.15.4,1,XBB.1.9.1.15.4,XBB.1.9.1*
July,BN.1.3.13,1,B.1.1.529.2.75.5.1.3.13,BA.2.75*
July,EG.4.3,1,XBB.1.9.2.14.3,Others
July,FL.19,1,XBB.1.9.1.19,XBB.1.9.1*
July,FL.7,1,XBB.1.9.1.7,XBB.1.9.1*
July,HK.2.1,1,XBB.1.9.2.5.1.1.2.1,EG.5.1*
July,FL.10,1,XBB.1.9.1.10,XBB.1.9.1*
July,EG.5.1.5,1,XBB.1.9.2.5.1.5,EG.5.1*
July,EG.5.1.6,1,XBB.1.9.2.5.1.6,EG.5.1*
July,FL.18.1,1,XBB.1.9.1.18.1,XBB.1.9.1*
July,XBB.2.3.12,1,XBB.2.3.12,Others
July,XBB.1.41.1,1,XBB.1.41.1,Others
July,HK.12,1,XBB.1.9.2.5.1.1.12,EG.5.1*
July,FR.1,1,B.1.1.529.2.75.5.1.2.3.1,BA.2.75*
July,XBB.1.9.7,1,XBB.1.9.7,Others
July,FD.3,1,XBB.1.5.15.3,XBB.1.5*
July,HC.2,1,XBB.1.5.44.2,XBB.1.5*
July,HR.1,1,XBB.1.5.77.1,XBB.1.5*
July,DV.7,1,B.1.1.529.2.75.3.4.1.1.1.1.1.7,BA.2.75*
July,HP.1.1,1,XBB.1.5.55.1.1,XBB.1.5*
July,XBF.7,1,XBF.7,Others
July,FR.1.2,1,B.1.1.529.2.75.5.1.2.3.1.2,BA.2.75*
July,XBB.1.5.24,1,XBB.1.5.24,XBB.1.5*
July,GJ.4,1,XBB.2.3.3.4,Others
August,EG.5.1.1,891,XBB.1.9.2.5.1.1,EG.5.1*
August,HK.3,282,XBB.1.9.2.5.1.1.3,EG.5.1*
August,FY.3.1,154,XBB.1.22.1.3,XBB.1.22.1*
August,EG.5.1,63,XBB.1.9.2.5.1,EG.5.1*
August,HK.14,53,XBB.1.9.2.5.1.1.14,EG.5.1*
August,FY.3.2,48,XBB.1.22.1.3,XBB.1.22.1*
August,FU.1,46,XBB.1.16.1.1,XBB.1.16*
August,FY.3.3,38,XBB.1.22.1.3,XBB.1.22.1*
August,FY.3,36,XBB.1.22.1.3,XBB.1.22.1*
August,HK.2,32,XBB.1.9.2.5.1.1.2,EG.5.1*
August,HK.32,28,XBB.1.9.2.5.1.1.32,EG.5.1*
August,HK.27.1,26,XBB.1.9.2.5.1.1.27.1,EG.5.1*
August,EG.5.1.8,25,XBB.1.9.2.5.1.8,EG.5.1*
August,XBB.1.42.2,24,XBB.1.42.2,Others
August,XBB.1.16,24,XBB.1.16,XBB.1.16*
August,HK.8.1,23,XBB.1.9.2.5.1.1.8.1,EG.5.1*
August,HK.19,22,XBB.1.9.2.5.1.1.19,EG.5.1*
August,EG.5,18,XBB.1.9.2.15,Others
August,FE.1.1,17,XBB.1.18.1.1.1,Others
August,HK.17,17,XBB.1.9.2.5.1.1.17,EG.5.1*
August,FL.15,15,XBB.1.9.1.15,XBB.1.9.1*
August,HK.3.2,15,XBB.1.9.2.5.1.1.3.2,EG.5.1*
August,FL.4,14,XBB.1.9.1.4,XBB.1.9.1*
August,HK.3.1,14,XBB.1.9.2.5.1.1.3.1,EG.5.1*
August,HK.1,13,XBB.1.9.2.5.1.1.1,EG.5.1*
August,GY.1,13,XBB.1.16.2.1,XBB.1.16*
August,HK.28,12,XBB.1.9.2.5.1.1.28,EG.5.1*
August,HK.4,11,XBB.1.9.2.5.1.1.4,EG.5.1*
August,HF.1,11,XBB.1.16.13.1,XBB.1.16*
August,HK.8,10,XBB.1.9.2.5.1.1.8,EG.5.1*
August,XBB.2.3.8,10,XBB.2.3.8,Others
August,FL.2.3,10,XBB.1.9.1.2.3,XBB.1.9.1*
August,FL.15.2,9,XBB.1.9.1.15.2,XBB.1.9.1*
August,XBB.1.16.1,9,XBB.1.16.1,XBB.1.16*
August,HK.3.9,8,XBB.1.9.2.5.1.1.3.9,EG.5.1*
August,XBB.1.22.1,8,XBB.1.22.1,XBB.1.22.1*
August,HK.3.3,8,XBB.1.9.2.5.1.1.3.3,EG.5.1*
August,EG.5.1.4,8,XBB.1.9.2.5.1.4,EG.5.1*
August,FL.2,8,XBB.1.9.1.2,XBB.1.9.1*
August,XBB.1.9.1,8,XBB.1.9.1,XBB.1.9.1*
August,FL.2.3.1,7,XBB.1.9.1.2.3.1,XBB.1.9.1*
August,HK.27,7,XBB.1.9.2.5.1.1.27,EG.5.1*
August,HK.30,6,XBB.1.9.2.5.1.1.30,EG.5.1*
August,GJ.3,6,XBB.2.3.3.3,Others
August,HK.3.6,6,XBB.1.9.2.5.1.1.3.6,EG.5.1*
August,GF.1,6,XBB.1.5.24.1,XBB.1.5*
August,FL.16,5,XBB.1.9.1.16,XBB.1.9.1*
August,EG.5.1.17,5,XBB.1.9.2.5.1.17,EG.5.1*
August,HK.12,5,XBB.1.9.2.5.1.1.12,EG.5.1*
August,FL.13.2,5,XBB.1.9.1.13.2,XBB.1.9.1*
August,HK.13,5,XBB.1.9.2.5.1.1.13,EG.5.1*
August,JJ.1,5,XBB.1.9.2.5.1.4.1,EG.5.1*
August,FL.24,5,XBB.1.9.1.24,XBB.1.9.1*
August,GJ.1.2,5,XBB.2.3.3.1.2,Others
August,EG.5.1.15,5,XBB.1.9.2.5.1.15,EG.5.1*
August,EG.1,4,XBB.1.9.2.11,Others
August,FY.2,4,XBB.1.22.1.2,XBB.1.22.1*
August,HK.20.1,4,XBB.1.9.2.5.1.1.20.1,EG.5.1*
August,HK.23.1,4,XBB.1.9.2.5.1.1.23.1,EG.5.1*
August,XBB.1.22,4,XBB.1.22,Others
August,HK.23,4,XBB.1.9.2.5.1.1.23,EG.5.1*
August,FE.1.1.3,4,XBB.1.18.1.1.1.3,Others
August,EG.5.1.18,4,XBB.1.9.2.5.1.18,EG.5.1*
August,HK.20,4,XBB.1.9.2.5.1.1.20,EG.5.1*
August,HK.7,4,XBB.1.9.2.5.1.1.7,EG.5.1*
August,HK.3.11,4,XBB.1.9.2.5.1.1.3.11,EG.5.1*
August,FL.1.5,4,XBB.1.9.1.1.5,XBB.1.9.1*
August,FL.4.5,4,XBB.1.9.1.4.5,XBB.1.9.1*
August,XCN,3,XCN,Others
August,HK.2.1,3,XBB.1.9.2.5.1.1.2.1,EG.5.1*
August,HK.13.1,3,XBB.1.9.2.5.1.1.13.1,EG.5.1*
August,XBB.1.16.26,3,XBB.1.16.26,XBB.1.16*
August,FR.1.1,3,B.1.1.529.2.75.5.1.2.3.1.1,BA.2.75*
August,XBB.1.5,3,XBB.1.5,XBB.1.5*
August,KB.1,3,XBB.1.9.2.5.1.8.1,EG.5.1*
August,XBB.2.3.2,3,XBB.2.3.2,Others
August,FL.10.1,3,XBB.1.9.1.10.1,XBB.1.9.1*
August,EG.2,3,XBB.1.9.2.12,Others
August,HK.24,3,XBB.1.9.2.5.1.1.24,EG.5.1*
August,EG.5.1.12,3,XBB.1.9.2.5.1.12,EG.5.1*
August,FU.2.1,3,XBB.1.16.1.2.1,XBB.1.16*
August,XBB.1.16.11,3,XBB.1.16.11,XBB.1.16*
August,XBB.1.16.6,3,XBB.1.16.6,XBB.1.16*
August,FL.1.5.1,3,XBB.1.9.1.1.5.1,XBB.1.9.1*
August,EG.5.1.3,3,XBB.1.9.2.5.1.3,EG.5.1*
August,XBB.1.16.2,3,XBB.1.16.2,XBB.1.16*
August,FU.2,3,XBB.1.16.1.2,XBB.1.16*
August,HH.1,3,XBB.2.3.2.1,Others
August,XBB.1.9.2,3,XBB.1.9.2,Others
August,EG.1.6,3,XBB.1.9.2.11.6,Others
August,HK.13.2,2,XBB.1.9.2.5.1.1.13.2,EG.5.1*
August,GK.1.1,2,XBB.1.5.70.1.1,XBB.1.5*
August,FY.5.3,2,XBB.1.22.1.5.3,XBB.1.22.1*
August,FY.9,2,XBB.1.22.1.9,XBB.1.22.1*
August,GY.1.1,2,XBB.1.16.2.1.1,XBB.1.16*
August,HK.1.2,2,XBB.1.9.2.5.1.1.1.2,EG.5.1*
August,HK.27.1.1,2,XBB.1.9.2.5.1.1.27.1.1,EG.5.1*
August,FL.21.1,2,XBB.1.9.1.21.1,XBB.1.9.1*
August,FL.21.2,2,XBB.1.9.1.21.2,XBB.1.9.1*
August,XBB.1.16.3,2,XBB.1.16.3,XBB.1.16*
August,EG.2.2,2,XBB.1.9.2.12.2,Others
August,EG.5.1.6,2,XBB.1.9.2.5.1.6,EG.5.1*
August,FL.4.2,2,XBB.1.9.1.4.2,XBB.1.9.1*
August,GS.4.1,2,XBB.2.3.11.4.1,Others
August,XBB.1.16.8,2,XBB.1.16.8,XBB.1.16*
August,XBB.1.16.15,2,XBB.1.16.15,XBB.1.16*
August,EG.1.8,2,XBB.1.9.2.11.8,Others
August,XBB.1.16.12,2,XBB.1.16.12,XBB.1.16*
August,GE.1,2,XBB.2.3.10.1,Others
August,FL.13.4,2,XBB.1.9.1.13.4,XBB.1.9.1*
August,XBB.2.3.5,2,XBB.2.3.5,Others
August,FR.1,2,B.1.1.529.2.75.5.1.2.3.1,BA.2.75*
August,XBB.2.3,2,XBB.2.3,Others
August,FY.1.1,2,XBB.1.22.1.1.1,XBB.1.22.1*
August,HL.2,2,XBB.1.42.2.2,Others
August,XBB.1.16.22,2,XBB.1.16.22,XBB.1.16*
August,XBB.1.16.9,2,XBB.1.16.9,XBB.1.16*
August,DV.7.1.5,1,B.1.1.529.2.75.3.4.1.1.1.1.1.7.1.5,BA.2.75*
August,HK.24.1,1,XBB.1.9.2.5.1.1.24.1,EG.5.1*
August,FR.1.2,1,B.1.1.529.2.75.5.1.2.3.1.2,BA.2.75*
August,EG.4.2,1,XBB.1.9.2.14.2,Others
August,GM.2,1,XBB.2.3.6.2,Others
August,XBB.1.5.15,1,XBB.1.5.15,XBB.1.5*
August,XBL.3.1,1,XBL.3.1,Others
August,HK.18,1,XBB.1.9.2.5.1.1.18,EG.5.1*
August,FR.1.3,1,B.1.1.529.2.75.5.1.2.3.1.3,BA.2.75*
August,KB.2,1,XBB.1.9.2.5.1.8.2,EG.5.1*
August,CK.1.1.2,1,B.1.1.529.5.2.24.1.1.2,Others
August,EG.10.1.1,1,XBB.1.9.2.110.1.1,Others
August,XBB.1.41.1,1,XBB.1.41.1,Others
August,DV.7.1.2,1,B.1.1.529.2.75.3.4.1.1.1.1.1.7.1.2,BA.2.75*
August,GN.1,1,XBB.1.5.73.1,XBB.1.5*
August,FL.15.4,1,XBB.1.9.1.15.4,XBB.1.9.1*
August,EP.1.1.1,1,B.1.1.529.2.75.3.1.1.4.1.1.1,BA.2.75*
August,FL.5,1,XBB.1.9.1.5,XBB.1.9.1*
August,XBB.1.5.10,1,XBB.1.5.10,XBB.1.5*
August,JL.1,1,B.1.1.529.2.75.3.4.1.1.1.1.17.1.3.2.1,BA.2.75*
August,FL.4.8,1,XBB.1.9.1.4.8,XBB.1.9.1*
August,HH.3,1,XBB.2.3.2.3,Others
August,HK.33,1,XBB.1.9.2.5.1.1.33,EG.5.1*
August,HH.2.1,1,XBB.2.3.2.2.1,Others
August,FY.4.2,1,XBB.1.22.1.4.2,XBB.1.22.1*
August,XCF,1,XCF,Others
August,FL.33.1,1,XBB.1.9.1.33.1,XBB.1.9.1*
August,JS.1,1,XBB.2.3.15.1,Others
August,GE.1.3,1,XBB.2.3.10.1.3,Others
August,GJ.5.1,1,XBB.2.3.3.5.1,Others
August,HK.3.10,1,XBB.1.9.2.5.1.1.3.10,EG.5.1*
August,FL.4.3,1,XBB.1.9.1.4.3,XBB.1.9.1*
August,XBB.2.3.6,1,XBB.2.3.6,Others
August,XBC.1.6.1,1,XBC.1.6.1,Others
August,XBB.2.3.20,1,XBB.2.3.7,Others
August,JD.1.1.1,1,XBB.1.5.102.1.1.1,XBB.1.5*
August,GJ.1.1,1,XBB.2.3.3.1.1,Others
August,HK.3.4,1,XBB.1.9.2.5.1.1.3.4,EG.5.1*
August,FU.5,1,XBB.1.16.1.5,XBB.1.16*
August,XBB.1.41.3,1,XBB.1.41.3,Others
August,HW.1.1,1,XBC.1.6.3.1.1,Others
August,GJ.5,1,XBB.2.3.3.5,Others
August,GE.1.4,1,XBB.2.3.10.1.4,Others
August,HK.11.1,1,XBB.1.9.2.5.1.1.11.1,EG.5.1*
August,HK.3.7,1,XBB.1.9.2.5.1.1.3.7,EG.5.1*
August,FL.18.1,1,XBB.1.9.1.18.1,XBB.1.9.1*
August,XBB.1.16.20,1,XBB.1.16.20,XBB.1.16*
August,EG.5.1.2,1,XBB.1.9.2.5.1.2,EG.5.1*
August,GY.6,1,XBB.1.16.2.6,XBB.1.16*
August,HN.2.1,1,XBB.1.9.1.1.5.1.2.1,XBB.1.9.1*
August,GY.8,1,XBB.1.16.2.8,XBB.1.16*
August,FL.18,1,XBB.1.9.1.18,XBB.1.9.1*
August,EU.1.1,1,XBB.1.5.26.1.1,XBB.1.5*
August,HG.3,1,XBB.2.3.8.3,Others
August,XBB.1.42,1,XBB.1.42,Others
August,EG.6.1,1,XBB.1.9.2.16.1,Others
August,FY.8,1,XBB.1.22.1.8,XBB.1.22.1*
August,FL.15.3,1,XBB.1.9.1.15.3,XBB.1.9.1*
August,XBB.1.5.70,1,XBB.1.5.70,XBB.1.5*
August,XBB.1.17.1,1,XBB.1.17.1,Others
August,CJ.1.3.1,1,B.1.1.529.2.75.3.1.1.1.1.3.1,BA.2.75*
August,HV.1,1,XBB.1.9.2.5.1.6.1,EG.5.1*
August,GK.4,1,XBB.1.5.70.4,XBB.1.5*
August,GS.7,1,XBB.2.3.11.7,Others
August,GJ.4,1,XBB.2.3.3.4,Others
August,JM.2,1,XBB.1.16.15.2,XBB.1.16*
August,FL.13.1,1,XBB.1.9.1.13.1,XBB.1.9.1*
August,XBB.2.3.15,1,XBB.2.3.15,Others
August,XBB.1.5.72,1,XBB.1.5.72,XBB.1.5*
August,GY.5,1,XBB.1.16.2.5,XBB.1.16*
August,EG.5.2.2,1,XBB.1.9.2.15.2.2,Others
August,FL.35,1,XBB.1.9.1.35,XBB.1.9.1*
August,FK.1.3.2,1,B.1.1.529.2.75.3.4.1.1.1.1.17.1.3.2,BA.2.75*
August,GW.5.2,1,XBB.1.19.1.5.2,Others
August,XBB.1.19.1,1,XBB.1.19.1,Others
August,FL.7,1,XBB.1.9.1.7,XBB.1.9.1*
August,HK.11,1,XBB.1.9.2.5.1.1.11,EG.5.1*
August,XBB.1.16.23,1,XBB.1.16.23,XBB.1.16*
August,XBB.1.16.10,1,XBB.1.16.10,XBB.1.16*
