XBB.1.9*,BA.5.2*,XBB.1.16*,BF.7.14*,XBB.1.22*,XBB.1.5*,date,country
102,0,4,0,4,1,2023-10-09,China
106,1,56,0,16,23,2023-06-07,China
134,0,47,1,41,12,2023-06-26,China
60,0,27,0,18,4,2023-07-12,China
143,0,7,0,4,1,2023-09-05,China
71,0,4,0,7,0,2023-09-02,China
95,0,5,0,5,0,2023-08-17,China
0,118,0,77,0,1,2023-02-27,China
0,199,0,84,0,0,2022-12-22,China
6,49,0,54,0,4,2023-03-11,China
181,0,7,0,11,0,2023-08-28,China
88,0,7,0,13,0,2023-08-18,China
0,43,0,39,0,0,2022-12-08,China
138,0,6,0,16,2,2023-08-16,China
9,48,9,32,15,4,2023-04-01,China
0,210,0,72,0,0,2023-01-17,China
65,0,19,0,10,10,2023-07-20,China
3,116,0,31,0,5,2023-03-02,China
68,0,7,0,8,0,2023-08-19,China
177,12,70,12,38,65,2023-05-08,China
233,4,165,3,35,81,2023-05-15,China
13,64,1,44,0,7,2023-03-24,China
82,0,5,0,5,1,2023-09-10,China
68,1,9,0,9,1,2023-08-04,China
73,0,9,0,9,0,2023-07-23,China
96,0,1,0,1,0,2023-10-10,China
159,0,7,0,19,4,2023-08-07,China
83,2,41,1,15,37,2023-05-12,China
107,1,97,0,27,33,2023-05-21,China
62,0,0,0,0,0,2023-10-12,China
0,75,0,18,0,0,2023-02-12,China
96,0,5,0,2,0,2023-10-16,China
0,51,0,13,0,1,2022-12-15,China
0,54,0,26,0,0,2022-12-18,China
0,237,0,85,0,0,2022-12-01,China
59,0,2,0,7,0,2023-08-25,China
0,200,0,103,0,0,2022-12-19,China
0,276,0,98,0,0,2022-12-27,China
0,291,0,97,0,0,2023-01-16,China
92,2,43,2,12,47,2023-05-07,China
106,0,2,0,1,0,2023-10-18,China
0,66,0,59,0,0,2022-12-05,China
98,0,66,0,30,26,2023-05-26,China
0,54,0,10,0,0,2022-12-07,China
6,145,0,87,0,2,2023-02-28,China
63,0,4,0,1,0,2023-10-08,China
0,97,0,36,0,1,2023-02-17,China
53,0,14,0,15,2,2023-07-21,China
115,0,50,0,20,23,2023-06-02,China
0,155,0,52,0,0,2023-01-08,China
39,21,28,24,4,32,2023-04-21,China
47,0,3,0,0,0,2023-10-02,China
1,78,0,34,0,1,2023-02-26,China
146,8,60,8,29,50,2023-05-05,China
0,60,0,36,0,0,2022-12-04,China
0,68,0,59,0,1,2022-12-09,China
11,52,2,53,3,6,2023-03-31,China
129,0,4,0,12,3,2023-08-30,China
0,38,0,34,0,0,2023-02-11,China
0,39,0,44,0,0,2022-12-11,China
50,0,13,0,15,4,2023-07-14,China
0,164,0,78,0,0,2023-01-12,China
8,22,3,16,3,7,2023-04-08,China
86,0,2,0,8,0,2023-09-03,China
55,0,38,0,18,13,2023-06-10,China
0,123,0,51,0,0,2023-02-01,China
82,0,51,0,25,9,2023-06-16,China
56,0,4,0,0,0,2023-10-19,China
133,0,6,0,14,4,2023-08-14,China
3,113,2,61,0,2,2023-03-07,China
128,11,86,7,24,57,2023-05-01,China
72,0,21,0,38,7,2023-07-05,China
79,0,0,0,7,0,2023-09-15,China
54,0,1,0,3,0,2023-10-03,China
107,0,72,0,32,19,2023-06-01,China
30,30,31,26,24,24,2023-04-19,China
141,2,80,5,28,56,2023-05-10,China
56,0,12,0,20,6,2023-07-26,China
0,99,0,46,0,2,2023-03-09,China
92,10,45,14,10,45,2023-04-28,China
0,117,0,37,0,0,2023-01-07,China
0,66,0,33,0,0,2023-01-29,China
65,1,10,0,10,0,2023-07-28,China
0,234,0,70,0,0,2023-01-10,China
0,220,0,59,0,0,2022-12-21,China
0,97,0,42,0,1,2023-02-02,China
31,36,5,54,3,11,2023-04-07,China
108,21,60,27,8,41,2023-04-26,China
207,0,4,0,9,0,2023-09-11,China
170,1,4,0,2,2,2023-09-12,China
44,0,21,0,13,3,2023-06-22,China
0,475,0,139,0,0,2023-01-03,China
95,0,0,0,1,0,2023-10-11,China
0,80,0,22,1,0,2022-12-17,China
156,1,82,0,46,28,2023-06-12,China
0,87,0,57,0,0,2022-12-23,China
11,58,10,31,0,6,2023-04-11,China
82,0,5,0,14,0,2023-08-20,China
53,0,4,0,0,0,2023-10-15,China
109,0,44,0,25,36,2023-05-18,China
79,0,4,0,12,0,2023-08-26,China
1,90,0,64,0,0,2023-03-08,China
129,0,14,0,27,2,2023-08-15,China
16,0,0,0,0,0,2023-10-29,China
96,0,4,0,2,0,2023-10-06,China
44,0,10,0,10,1,2023-07-15,China
2,105,0,76,0,5,2023-03-17,China
72,0,8,0,13,2,2023-08-12,China
65,1,0,0,0,0,2023-10-20,China
103,2,62,0,11,34,2023-05-13,China
43,46,7,21,3,12,2023-04-14,China
1,108,0,54,0,0,2023-03-14,China
61,0,0,0,0,0,2023-10-23,China
88,0,2,0,8,0,2023-08-31,China
99,0,3,1,16,1,2023-08-11,China
0,65,0,26,0,1,2023-02-05,China
29,0,0,0,1,0,2023-10-22,China
24,0,1,0,0,0,2023-10-30,China
113,4,71,4,17,39,2023-05-06,China
73,0,35,0,26,9,2023-07-06,China
95,0,73,0,25,18,2023-06-14,China
0,86,0,43,1,1,2023-03-15,China
13,25,0,13,1,7,2023-04-09,China
3,203,1,97,0,4,2023-03-03,China
8,77,5,30,0,5,2023-03-28,China
0,64,0,13,0,0,2023-01-22,China
48,0,17,0,11,3,2023-07-09,China
100,2,25,0,15,2,2023-07-18,China
0,114,0,58,0,5,2023-02-20,China
11,33,3,36,2,7,2023-04-05,China
80,0,1,0,1,0,2023-09-21,China
80,0,29,0,21,3,2023-06-29,China
0,215,0,75,0,0,2023-01-11,China
36,0,2,0,0,0,2023-10-01,China
75,0,11,0,21,2,2023-08-02,China
1,110,0,74,0,1,2023-03-13,China
0,37,0,8,0,0,2023-02-04,China
0,333,0,114,0,0,2023-01-05,China
82,0,3,0,3,0,2023-08-27,China
25,0,1,0,0,0,2023-10-26,China
12,70,4,41,3,5,2023-04-10,China
63,32,44,26,12,42,2023-04-23,China
224,2,148,1,47,69,2023-05-16,China
152,0,66,0,46,10,2023-06-19,China
0,166,0,83,0,0,2023-01-06,China
11,28,5,34,3,8,2023-04-04,China
100,0,1,0,6,0,2023-09-08,China
9,69,2,56,2,0,2023-03-27,China
88,0,2,0,0,0,2023-09-26,China
87,0,5,0,9,1,2023-08-24,China
131,0,10,0,20,0,2023-08-23,China
128,0,21,0,26,3,2023-07-31,China
90,0,57,0,24,19,2023-05-31,China
0,93,1,52,1,6,2023-03-21,China
73,0,3,0,2,1,2023-09-22,China
47,0,22,0,13,3,2023-07-01,China
6,93,3,45,1,4,2023-03-23,China
0,95,0,68,0,0,2022-12-31,China
19,21,9,24,3,19,2023-04-16,China
0,117,0,37,0,1,2022-12-16,China
2,98,0,45,0,1,2023-03-01,China
56,0,0,0,1,1,2023-09-24,China
84,0,10,0,15,5,2023-07-25,China
228,2,122,0,50,50,2023-05-22,China
0,87,0,31,0,0,2022-12-14,China
64,0,3,0,1,1,2023-10-13,China
39,53,15,30,7,23,2023-04-18,China
152,13,62,5,30,44,2023-05-09,China
66,0,15,0,16,2,2023-07-13,China
116,5,48,3,27,34,2023-05-11,China
99,0,4,0,2,1,2023-09-14,China
1,166,0,86,0,0,2023-03-06,China
0,67,0,37,0,0,2023-01-31,China
0,108,0,37,0,0,2023-02-03,China
193,3,89,1,22,47,2023-05-23,China
153,0,5,0,2,1,2023-09-18,China
0,80,0,45,0,0,2023-01-26,China
110,0,5,0,6,0,2023-09-20,China
158,2,132,3,34,52,2023-05-17,China
140,0,85,1,56,22,2023-06-13,China
0,85,0,47,0,1,2023-02-18,China
0,80,0,16,0,0,2023-02-09,China
0,154,0,93,0,0,2023-02-10,China
240,9,100,7,34,66,2023-05-04,China
0,270,0,79,0,0,2023-01-02,China
0,348,0,119,0,0,2023-01-09,China
44,0,9,0,14,1,2023-07-29,China
45,0,31,0,13,1,2023-06-17,China
0,139,0,68,0,0,2023-01-30,China
185,2,100,1,43,26,2023-06-05,China
0,61,0,26,0,1,2023-03-04,China
1,133,0,79,0,4,2023-03-10,China
0,127,0,44,0,1,2023-02-06,China
44,0,14,0,7,3,2023-07-22,China
62,0,36,0,16,6,2023-06-23,China
0,32,0,19,0,0,2023-01-21,China
1,181,0,79,0,5,2023-02-24,China
193,1,96,0,51,56,2023-05-24,China
0,107,0,31,0,0,2023-01-18,China
0,119,0,45,0,0,2023-02-07,China
63,0,0,0,0,0,2023-10-04,China
87,10,17,5,5,25,2023-04-30,China
1,104,0,55,2,3,2023-03-16,China
70,0,35,0,27,6,2023-06-28,China
11,12,7,14,0,13,2023-04-15,China
0,39,0,12,0,0,2023-01-27,China
75,0,55,0,20,24,2023-06-08,China
79,0,6,0,10,0,2023-08-10,China
99,1,45,0,33,3,2023-07-04,China
54,0,26,0,9,2,2023-07-16,China
173,15,94,19,30,54,2023-05-03,China
20,0,1,0,0,0,2023-10-25,China
71,0,0,0,0,0,2023-10-07,China
75,0,46,0,18,13,2023-06-09,China
136,0,60,1,18,40,2023-05-25,China
1,122,0,52,0,1,2023-02-23,China
162,0,5,0,19,2,2023-08-22,China
0,70,0,39,0,0,2023-02-08,China
0,167,0,57,0,0,2022-12-02,China
9,58,2,33,1,2,2023-03-22,China
0,243,0,93,0,0,2022-12-26,China
100,1,49,0,19,13,2023-06-21,China
137,0,58,0,30,15,2023-06-27,China
224,1,135,0,39,48,2023-05-29,China
0,76,0,40,0,0,2023-01-24,China
95,0,64,0,17,15,2023-06-04,China
0,197,0,74,1,5,2023-02-21,China
127,0,5,0,0,0,2023-09-19,China
0,95,0,29,0,0,2023-01-25,China
5,41,0,33,0,4,2023-03-25,China
0,120,0,61,0,0,2023-01-20,China
0,114,0,64,0,2,2023-02-13,China
2,54,0,29,0,3,2023-03-05,China
50,0,3,0,0,0,2023-10-14,China
82,39,43,23,12,46,2023-04-25,China
81,0,6,0,2,0,2023-09-16,China
107,16,44,11,12,35,2023-04-27,China
147,0,66,0,35,62,2023-05-19,China
0,249,0,118,0,0,2023-01-04,China
2,102,1,60,0,3,2023-03-20,China
36,0,0,0,0,0,2023-10-27,China
87,1,32,0,14,21,2023-06-03,China
0,110,0,47,0,0,2022-12-03,China
66,0,6,0,9,0,2023-08-05,China
135,1,113,0,43,49,2023-05-30,China
108,0,36,0,21,7,2023-07-03,China
0,352,0,120,0,0,2022-12-28,China
37,13,24,6,7,16,2023-04-22,China
51,0,1,0,1,2,2023-09-28,China
28,0,0,0,0,0,2023-09-30,China
129,0,11,0,20,2,2023-08-01,China
161,0,4,0,9,1,2023-09-04,China
0,169,0,67,0,0,2023-01-28,China
42,0,0,0,0,0,2023-10-24,China
107,0,11,0,15,5,2023-08-09,China
0,60,0,32,0,0,2023-03-12,China
5,30,17,22,0,6,2023-04-02,China
7,42,0,35,1,7,2023-03-26,China
143,0,72,0,40,33,2023-06-06,China
81,0,2,0,12,0,2023-08-13,China
0,62,0,24,0,1,2023-02-25,China
43,40,40,19,10,30,2023-04-20,China
85,0,48,0,18,16,2023-06-11,China
131,0,3,0,6,0,2023-09-06,China
53,0,12,0,7,4,2023-07-02,China
98,0,17,0,14,6,2023-07-27,China
93,2,31,6,7,37,2023-04-29,China
17,0,0,0,0,0,2023-09-29,China
95,0,22,0,27,2,2023-07-17,China
0,103,0,54,0,0,2023-01-13,China
126,0,1,0,9,0,2023-09-13,China
142,0,3,0,6,1,2023-09-25,China
0,118,0,71,0,0,2023-02-16,China
7,53,0,30,3,4,2023-03-29,China
0,153,0,70,0,0,2022-12-29,China
0,157,0,46,0,0,2022-12-20,China
82,0,23,0,25,3,2023-07-19,China
51,0,1,0,0,1,2023-09-23,China
99,0,0,0,1,0,2023-09-27,China
64,1,14,1,19,5,2023-07-07,China
70,0,0,0,0,0,2023-10-17,China
87,29,29,20,14,48,2023-04-24,China
0,123,0,28,0,0,2022-12-12,China
0,134,0,59,0,0,2022-12-25,China
0,109,0,40,0,0,2023-01-19,China
0,146,0,38,0,0,2023-01-15,China
88,0,63,0,25,21,2023-05-27,China
132,0,20,0,21,2,2023-07-24,China
0,75,0,40,0,1,2023-02-22,China
117,1,63,0,18,39,2023-05-20,China
74,1,40,0,20,10,2023-06-15,China
86,0,6,0,3,0,2023-09-09,China
