,EventTime,Origin,Destination
565,2023.402747,Jiangsu,Yunnan
566,2023.402757,Jiangsu,Henan
567,2023.405467,Beijing,Qinghai
568,2023.405477,Sichuan,Yunnan
569,2023.405497,Anhui,Henan
570,2023.408217,Sichuan,Henan
571,2023.408217,Jiangsu,Heilongjiang
572,2023.408227,Hubei,Yunnan
573,2023.408237,Beijing,Gansu
574,2023.408247,Shanghai,Sichuan
575,2023.408247,Hubei,Xinjiang
576,2023.410947,Sichuan,Yunnan
577,2023.410957,Beijing,Heilongjiang
578,2023.410957,Henan,Qinghai
579,2023.410957,Beijing,Henan
580,2023.410957,Hubei,Xinjiang
581,2023.410967,Hubei,Heilongjiang
582,2023.410977,Shanghai,Henan
583,2023.413687,Henan,Heilongjiang
584,2023.413697,Hubei,Jiangxi
585,2023.413697,Sichuan,Jiangxi
586,2023.413697,Shanghai,Henan
587,2023.413697,Hubei,Jiangxi
588,2023.413697,Hubei,Jiangxi
589,2023.413697,Hubei,Shanxi
590,2023.413697,Hubei,Jiangsu
591,2023.413697,Hubei,Heilongjiang
592,2023.413707,Hubei,Fujian
593,2023.413707,Hubei,Shanxi
594,2023.413717,Jiangsu,Heilongjiang
595,2023.416427,Taiwan,Yunnan
596,2023.416437,Hubei,Heilongjiang
597,2023.416437,Hubei,Shanghai
598,2023.416447,Sichuan,Yunnan
599,2023.416447,Jiangsu,Henan
600,2023.416447,Hubei,Heilongjiang
601,2023.416447,Shanghai,Heilongjiang
602,2023.421127,Henan,Sichuan
603,2023.421917,Liaoning,Shanxi
604,2023.421917,Hubei,Jiangxi
605,2023.421917,Anhui,Jiangsu
606,2023.421917,Zhejiang,Shanxi
607,2023.421917,Hubei,Jiangxi
608,2023.421917,Shanghai,Yunnan
609,2023.421917,Hubei,Sichuan
610,2023.421917,Henan,Shanxi
611,2023.421917,Xinjiang,Yunnan
612,2023.421927,Jiangsu,Anhui
613,2023.421927,Hubei,Yunnan
614,2023.421927,Shanghai,Sichuan
615,2023.421927,Hubei,Gansu
616,2023.421937,Yunnan,Anhui
617,2023.421937,Hubei,Jiangxi
618,2023.421947,Henan,Shanxi
619,2023.422177,Hong Kong,Shanghai
620,2023.424097,Hubei,Yunnan
621,2023.424657,Anhui,Fujian
622,2023.424657,Shanxi,Heilongjiang
623,2023.427387,Hubei,Qinghai
624,2023.427387,Hubei,Henan
625,2023.427387,Beijing,Jiangxi
626,2023.427407,Shanghai,Yunnan
627,2023.430127,Jiangsu,Henan
628,2023.430137,Beijing,Shanghai
629,2023.430137,Jiangsu,Henan
630,2023.430137,Jiangsu,Shanghai
631,2023.430137,Hubei,Qinghai
632,2023.430137,Shanghai,Henan
633,2023.430147,Jiangsu,Henan
634,2023.430157,Taiwan,Yunnan
635,2023.430157,Hubei,Jiangxi
636,2023.432877,Liaoning,Shanghai
637,2023.432877,Yunnan,Fujian
638,2023.432877,Henan,Anhui
639,2023.432877,Hubei,Anhui
640,2023.432877,Shanghai,Jiangxi
641,2023.432877,Hubei,Heilongjiang
642,2023.432877,Shanghai,Heilongjiang
643,2023.432877,Hubei,Gansu
644,2023.432887,Jiangsu,Fujian
645,2023.432887,Jiangsu,Heilongjiang
646,2023.432887,Jiangsu,Heilongjiang
647,2023.432887,Hubei,Sichuan
648,2023.432887,Yunnan,Heilongjiang
649,2023.435597,Taiwan,Fujian
650,2023.435607,Hubei,Fujian
651,2023.435607,Hubei,Yunnan
652,2023.435617,Shanghai,Sichuan
653,2023.435617,Sichuan,Heilongjiang
654,2023.435617,Hubei,Heilongjiang
